"Contract #","Bid Solicitation #","Description","Vendor","Type Code","Dollars Spent to Date","Organization","Status","Begin Date","End Date"
"99SWC-NV22-10727","","Fire Fuels Reduction and Vegetation Management Services","Morris Ag Air and Sons, Inc","","$0.00","Statewide Contracts","3PS - Sent","11/09/2021","06/07/2027"
"99SWC-NV22-10726","","Fire Fuels Reduction and Vegetation Management Services","Crop Jet Aviation, LLC.","","$0.00","Statewide Contracts","3PS - Sent","11/09/2021","06/07/2027"
"99SWC-NV22-10723","","Fire Fuels Reduction and Vegetation Management Services","Rangelands Restoration Services LLC","","$387,157.00","Statewide Contracts","3PS - Sent","11/09/2021","06/07/2027"
"99SWC-NV22-10704","","Public Safety Communications Products, Services, and Solutions (NASPO ValuePoint)","Zetron, A Codan Company","","$43,540.97","Statewide Contracts","3PS - Sent","01/12/2022","12/31/2026"
"99SWC-NV22-10688","","Public Safety Communications Products, Services, and Solutions (NASPO ValuePoint)","E.F. Johnson Company","","$0.00","Statewide Contracts","3PS - Sent","01/05/2022","12/31/2026"
"99SWC-NV22-10678","","Direct Client Services","Boys Town Nevada Inc","","$630,000.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10677","","Direct Client Services","Independence Low Vision","","$475,977.85","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10676","","Behavioral Support","Renee Woodring","","$267,371.19","Statewide Contracts","3PS - Sent","09/13/2022","01/31/2026"
"99SWC-NV22-10675","","Behavioral Support Services","Project ReDirect, Inc.","","$6,560,505.76","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10674","","Assisted Living Services","Global Resources & Supports Inc","","$8,827,953.42","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10673","","Family therapy/related services","MT Feelings LLC","","$326,209.89","Statewide Contracts","3PS - Sent","06/27/2022","04/30/2026"
"99SWC-NV22-10672","","Counseling Services","Red Rock Psychological Health LLC","","$150,250.00","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10671","","Pediatric services","Dr. Pinocchio Pediatric Wellness Center","","$123,865.00","Statewide Contracts","3PS - Sent","06/27/2022","06/30/2026"
"99SWC-NV22-10670","","Mental Health Services","Rebecca Peoples","","$306,784.76","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10669","","Mental Health Services","Well Care Medical and Behavioral Clinic","","$0.00","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10668","","Disability Support","Collaborative Technology Solutions LLC","","$332,511.25","Statewide Contracts","3PS - Sent","02/08/2022","01/31/2026"
"99SWC-NV22-10667","","Mental Health Services","Community Chest, Inc.","","$180,000.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10666","","Employment support","Elite Vocational Services LLC","","$346,397.50","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10665","","Disability and Employment Services","Empower Us LLC","","$1,515,000.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10663","","Employment support","Bloom Consulting Services LLC","","$4,411,400.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10662","","Behavioral Support","Health Psychology Associates, LLC","","$50,000.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10661","","Direct Client Services","N4","","$7,350,251.06","Statewide Contracts","3PS - Sent","10/11/2022","09/30/2026"
"99SWC-NV22-10660","","Mental Health Services","Mind and Body Counseling Associates","","$150,000.00","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10659","","Behavioral Services","Proud Moments ABA of Nevada LLC","","$1,366,151.81","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10657","","Behavioral Services","Patterns Behavioral Services Nevada, Inc","","$500,000.00","Statewide Contracts","3PS - Sent","05/10/2022","04/30/2026"
"99SWC-NV22-10656","","Mental Health Services","Bridge Counseling Associates","","$180,000.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10655","","Mental Health Services","Daniel Sussman, M.D.","","$50,000.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10654","","Behavioral Services","Tancell Care, LLC","","$22,036,118.93","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10653","","Employment Services","Youth Advocate Programs, Inc.","","$208,786.25","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10651","","Disability Support Services","Colorado Center for the Blind","","$1,540,050.00","Statewide Contracts","3PS - Sent","02/08/2022","01/31/2026"
"99SWC-NV22-10650","","Assisted Living Services","Palm Valley Assisted Living","","$1,000,000.00","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10649","","Family Counseling Services","United Citizens Foundation, Inc.","","$360,000.00","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10648","","Medical Services","Nevada Ear & Sinus Institute","","$174,855.69","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10647","","Psychiatry services","ICAP","","$299,970.00","Statewide Contracts","3PS - Sent","06/27/2022","06/30/2026"
"99SWC-NV22-10645","","Mental and Behavioral Services","Jeider Limited","","$2,417,850.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10644","","Mental and Medical Services","EvalOne Pro, LLC","","$3,169,302.44","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10643","","Counseling Services","S.A.F.E. House, Inc.","","$195,000.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10642","","Disability and Living Services","Danville Services of NV, LLC","","$30,444,913.44","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10641","","Dental Services","Gentle Dentistry Of Las Vegas LLC","","$439,529.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10640","","Behavioral Support Services","Maple Star Nevada, Inc.","","$238,046.32","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10639","","Counseling Services","Odyssey Wellness Inc","","$1,254,530.00","Statewide Contracts","3PS - Sent","05/10/2022","04/30/2026"
"99SWC-NV22-10638","","Personal Care Services","Rainbow Helpers LLC","","$430,800.47","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10637","","Emergency Shelter Services","Advocates to End Domestic Violence","","$163,000.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10636","","Counseling / Emergency Shelter Services","Safe Nest","","$160,000.00","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10635","","Personal Care Services","Absolute Personal Care LLC","","$420,189.33","Statewide Contracts","3PS - Sent","02/08/2022","01/31/2026"
"99SWC-NV22-10634","","Mental Health Services","Evergreen Counseling, Inc.","","$133,222.30","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10633","","Employment Services","K.E.T. Consulting, LLC","","$915,000.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10632","","Disabilities Support, Personal Care, Respite Care","American Home Companion, Inc.","","$944,595.85","Statewide Contracts","3PS - Sent","02/08/2022","01/31/2026"
"99SWC-NV22-10631","","Community services","Eagle Quest","","$1,449,917.76","Statewide Contracts","3PS - Sent","06/27/2022","06/30/2026"
"99SWC-NV22-10630","","Mental Health Services","Verna Fabella-Hicks, Ph.D.","","$228,582.00","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10629","","Employment services","Sonoma Industries","","$6,686,075.74","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10627","","Supportive living arrangement","Curt Lee Reed","","$513,196.80","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10626","","Behavioral Support","Helix Behavioral Services","","$1,100,501.40","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10625","","Behavioral Services","Sport Social LLC","","$650,302.98","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10624","","Disability Services","White Pine CTC","","$350,038.45","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10623","","General & Mental Health Services","New Frontier Treatment Center","","$614,037.50","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10622","","Personal Care Services","Advanced Home Health Care","","$453,379.16","Statewide Contracts","3PS - Sent","02/08/2022","01/31/2026"
"99SWC-NV22-10621","","Behavioral Services","Impact ABA Services LLC","","$1,327,011.54","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10620","","Personal and Respite Care","Heart Felt Personal Care LLC","","$3,583.40","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10619","","Employment Services","Stellar ABA","","$543,314.20","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10618","","Counseling Services","Talk of the Town LLC","","$41,833.75","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10617","","Behavioral & Autism Treatment Services","Campbell Center for Autism LLC","","$10,993.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10616","","Behavioral Services","Sage Health Services, LLC","","$849,231.55","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10615","","Audiology","Alpine Hearing Center","","$200,586.36","Statewide Contracts","3PS - Sent","02/08/2022","01/31/2026"
"99SWC-NV22-10614","","Employment Services","On Our Own, LLC","","$200,000.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10613","","Group Home Services","Above The Rest Home Care Inc.","","$480,384.55","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10612","","psychology services","Daniel T. Malatesta, Ed.D, LLC","","$194,629.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10611","","Personal Care Services","Advanced Home Health Care","","$1,623,795.64","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10610","","Home Services","MIJN Corporation","","$1,500,000.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10609","","Direct Client Services","The Learning Consultants","","$526,404.46","Statewide Contracts","3PS - Sent","05/10/2022","04/30/2026"
"99SWC-NV22-10608","","Supportive living arrangement","Journeys Community Services, Inc","","$32,662,630.74","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10607","","Personal Care Services","All Valley Home Health Care","","$237,557.30","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10606","","Mental Health Services","Integrated Psychological Solutions, LLC","","$1,433,340.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10605","","Employment support","Life Coaching Services","","$549,805.86","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10604","","Personal and Respite Care","High Class Personal Care","","$293,952.62","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10603","","Employment Services","Ruby Mountain Resource Center Inc","","$1,423,680.05","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10602","","Housing Services","Minkaboo, LLC","","$1,149,587.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10601","","Autism Treatment Assistance Program","Advanced Neuro Connections, Inc.","","$543,808.03","Statewide Contracts","3PS - Sent","02/08/2022","01/31/2026"
"99SWC-NV22-10600","","Direct Client Services","BBICS","","$90,285.60","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10599","","Behavioral Services","Autism Care West","","$690,950.21","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10598","","Medical and Behavioral Services","Crossroads Behavior Consultation, LLC","","$604,270.20","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10597","","Community Services","Apple Grove Foster Care Agency","","$6,298,120.40","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10596","","Disability Services","Overture","","$15,193,511.21","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10595","","Living Arrangement Services","Dungarvin Nevada LLC","","$18,886,172.85","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10594","","Supportive living arrangement","Darian, Inc.","","$330,831.20","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10593","","Vision Services","Invision Eye Center","","$84,021.80","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10592","","Behavioral Therapy Services","MHS Behavioral Services Inc","","$838,024.32","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10591","","Respite and Living Arrangement Services","Aspen Care Group LLC","","$10,906,914.19","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10590","","Personal Care Services","Avalon Private Duty Home Care","","$208,246.05","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10589","","Behavioral Support","Chrysalis Nevada, LLC","","$79,926,968.25","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10588","","Behavioral Support Services","SOAR Career Launch LLC","","$352,015.00","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10587","","Employment support","Budget Watchers","","$9,175,043.35","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10586","","Emergency Response Services","ALERT NEVADA","","$48,385.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10585","","Living Arrangement Services","In Karing Arms Inc","","$1,760,000.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10584","","Personal Care Services","Absolute Home Care, Inc","","$348,917.16","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10583","","Behavioral Services","Nevada Behavior and Autism","","$3,487,211.39","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10582","","Behavioral Services","Redhead Supports-NV LLC","","$12,942,303.20","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10581","","Applied Behavior Services","Settle Down ABA Inc","","$568,148.19","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10580","","Counseling Services","The Children's Cabinet","","$1,660,000.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10579","","Disability Support Services","Easter Seals Nevada","","$27,715,837.58","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10578","","Personal Care Services","Nevada Best PCA, LLC","","$429,994.44","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10577","","Mental and Behavioral Services","Creative Possibilities Of Northern Nevada","","$9,987,149.65","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10576","","Job and Living Support","Going Places","","$13,461,615.61","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10575","","Supportive living arrangement","High Sierra Industries","","$9,274,066.78","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10573","","Supportive living arrangement","Humboldt Human Development Services","","$8,969,300.53","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10571","","Employment Services","United Cerebral Palsy of Nevada Inc","","$8,018,016.86","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10570","","Employment Services","Goodwill of Southern Nevada","","$1,310,000.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10569","","Mental Health ","Martha B. Mahaffey, Ph.D.","","$144,600.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10568","","Employment support","Employment Support Services LLC","","$1,957,978.06","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10567","","Mental Health Services","Northern Nevada Psychology, LLC.","","$718,339.09","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10566","","Mental and Behavioral Services","Firebird LLC","","$1,679,439.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10565","","Behavioral Services","Next Level Connections LLC","","$1,106,237.13","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10564","","Direct Client Services","DESERT PSYCHOLOGICAL ","","$2,366,807.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10563","","Personal Care Services","Advanced Personal Care Solutions, Inc.","","$96,978.78","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10562","","Living arrangement services","Hope Healthcare Services","","$21,999,998.08","Statewide Contracts","3PS - Sent","06/14/2022","04/30/2026"
"99SWC-NV22-10561","","Therapy Services","Good Life Therapy, LLC","","$1,629,042.60","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10560","","psychiatry services","Dennis Chang MD PLLC","","$150,000.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10559","","Counseling Services","Nevada Education and Therapy Solutions, LLC","","$140,226.16","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10558","","Disability Services","Team Care Plus, LLC","","$10,988,737.53","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10557","","Mental and Psychiatry Services","Jamal S Hejazi","","$66,371.25","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10556","","Supportive living arrangement","Gil Folk","","$269,546.88","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10555","","Applied Behavioral Analysis, Autism Treatment Assistance Program, Behavioral Support, Mental Health","Autism & Behavioral Consulting Services LLC","","$545,173.29","Statewide Contracts","3PS - Sent","02/08/2022","01/31/2026"
"99SWC-NV22-10554","","Living Arrangements Services","Sierra Nevada Quality Care","","$364,465.11","Statewide Contracts","3PS - Sent","05/10/2022","04/30/2026"
"99SWC-NV22-10553","","Supportive living arrangement","Disability Resources, Inc.","","$5,698,248.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10552","","Family Counseling Services","Cynthia Michelle Adams","","$231,360.00","Statewide Contracts","3PS - Sent","05/10/2022","04/30/2026"
"99SWC-NV22-10550","","Counseling Services","Opportunity Village","","$36,832,685.03","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10549","","supportive living arrangement","Claudette Andrews","","$336,560.88","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10545","","Living arrangement services","Karen Reynolds","","$4,591,561.68","Statewide Contracts","3PS - Sent","06/27/2022","01/31/2026"
"99SWC-NV22-10544","","Personal Care Services","Productive Homecare Services, LLC","","$208,922.64","Statewide Contracts","3PS - Sent","10/11/2022","09/30/2026"
"99SWC-NV22-10542","","Living Arrangement Services","CARE SERVICES OF NEVADA, INC","","$4,793,884.99","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10540","","Autism Services","Achievable Behavior Strategies, LLC","","$538,496.74","Statewide Contracts","3PS - Sent","10/11/2022","09/30/2026"
"99SWC-NV22-10539","","Living Arrangement Services","BAI ","","$38,080,079.34","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10538","","Medical and Mental Health Services","Foundation for Positively Kids","","$1,518,774.67","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10537","","Personal care services","A Caring Hand Home Health Care","","$487,951.53","Statewide Contracts","3PS - Sent","06/27/2022","01/31/2026"
"99SWC-NV22-10536","","Mental Health Services","Heather Fowler","","$254,449.74","Statewide Contracts","3PS - Sent","06/14/2022","04/30/2026"
"99SWC-NV22-10535","","Radiology Services","Steinberg Diagnostic Medical Imaging","","$231,008.50","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10534","","Applied Behavioral Analysis, Autism Treatment Assistance Program, Early Intervention","Behavior Essentials, LLC","","$878,999.72","Statewide Contracts","3PS - Sent","02/08/2022","01/31/2026"
"99SWC-NV22-10533","","Family Counseling Services","Linda Walker LMFT","","$317,047.76","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10532","","Direct Client Services","A Caring Friend Home Health Care","","$571,727.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10531","","Counseling Services ","ABA INSTITUTE ","","$584,925.50","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10530","","Employment support","Alpha Productions Technologies, Inc.","","$3,784,344.65","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10529","","personal emergency response","ADT LLC","","$7,655.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10528","","Applied Behavioral Analysis, Autism Treatment Assistance Program","Advanced Child Behavior Solutions, LLC","","$514,037.99","Statewide Contracts","3PS - Sent","02/08/2022","01/31/2026"
"99SWC-NV22-10527","","Mental Health Services","Kahmien LaRusch MD","","$314,160.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10526","","Personal Care Services","702 Caregivers, LLC.","","$379,671.06","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10524","","Speech Pathology","Kim Martindale","","$177,938.00","Statewide Contracts","3PS - Sent","02/08/2022","01/31/2026"
"99SWC-NV22-10522","","Therapy Services","Therapy Management Group","","$16,075,841.70","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10521","","Audiology Services","Little Ears Audiology Inc","","$862,784.52","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10520","","Behavioral Support","Advanced Pediatric Therapies LLC","","$7,773,212.92","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10519","","Psychiatry services","J Tan LLC","","$1,236,908.75","Statewide Contracts","3PS - Sent","06/27/2022","06/30/2026"
"99SWC-NV22-10516","","Psychology Services","Mindful Living Counseling and Consulting Services","","$384,490.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10513","","Direct Client Services","Four Square Clinicals","","$0.00","Statewide Contracts","3PS - Sent","10/11/2022","09/30/2026"
"99SWC-NV22-10512","","Homeless youth services","Olive Crest Treatment Center","","$384,100.00","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10511","","Counseling Services ","2D Chance Inc.","","$272,263.92","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10509","","Counseling Services","Kids First Family Services","","$720,000.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10506","","Behavioral Services","Bright Minds ABA LLC","","$558,236.75","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10504","","behavioral analysis services","Brilliant Behavior LLC","","$509,075.30","Statewide Contracts","3PS - Sent","02/08/2022","01/31/2026"
"99SWC-NV22-10503","","Behavioral Services","Limitless Behavioral Health & ABA Associates LLC","","$0.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10501","","Counseling Services","Sara Marchon PLLC","","$81,834.12","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10500","","Behavioral Services","Minds Moving Forward, L.L.C.","","$76,294.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10499","","Disability Support","GO Therapy LLC","","$250,325.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10498","","Behavioral Services","Beyond Counseling & Consulting, LLC","","$100,000.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10497","","Medical Services","Pearle Vision","","$209,606.51","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10496","","Direct Client Services","LifeABA LLC","","$559,103.50","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10493","","Mental and Behavioral Services","Elevating to New Heights LLC","","$0.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10492","","Medical and Behavioral Services","Crimson Heights LLC","","$562,262.60","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10491","","Counseling Services","Liz Blieden Counseling LLC","","$180,000.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10490","","Behavioral Support Services","Baker, Laura","","$360,000.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10488","","Behavioral Services","Best Version of Yourself Psychology LLC","","$945,125.06","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10487","","Behavioral Services","Mindcolor Autism LLC","","$583,896.19","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10485","","Psychology Services","Wellness Focus","","$249,756.00","Statewide Contracts","3PS - Sent","05/10/2022","04/30/2026"
"99SWC-NV22-10484","","Mental and Behavioral Services","Empowering 2 Excel","","$91,055.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
"99SWC-NV22-10483","","Behavioral Support Services","Moving Mountains Bx LLC","","$596,345.30","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10482","","Mental Health Services","Peace Love Sloths LTD","","$768,000.00","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10481","","Therapy Services","Touro University","","$220,891.01","Statewide Contracts","3PS - Sent","05/10/2022","04/30/2026"
"99SWC-NV22-10480","","Behavioral Services","Lacuna Autism Services LLC","","$552,128.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10478","","Counseling Services","Thrive Wellness Of Reno, LLC","","$360,000.00","Statewide Contracts","3PS - Sent","05/10/2022","01/31/2026"
"99SWC-NV22-10477","","Mental Health Services","Jenna Ortiz Therapy","","$90,000.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10476","","Job Development","Rockinghranch JDT LLC","","$5,975,632.38","Statewide Contracts","3PS - Sent","02/08/2022","01/31/2026"
"99SWC-NV22-10475","","Counseling Services","Making Learning Special","","$0.00","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10474","","Direct Client Services","The Garden Foundation","","$1,532,244.88","Statewide Contracts","3PS - Sent","04/12/2022","01/31/2026"
"99SWC-NV22-10472","","Behavioral Support","Ascension Center","","$550,000.00","Statewide Contracts","3PS - Sent","03/08/2022","01/31/2026"
